10
loading Picap predictions



loading PiCAP
Using: cuda
cuda
PiCAP loaded
Running Predictions...

	------PiCAP results-------
3ol , 0.8943529
1xd , 0.8954029
1u3 , 0.90028965
5ke , 0.89721954
3ol , 0.886581
5va , 0.9020028
1pi , 0.8973362
3ol , 0.89381105
3ol , 0.8961868
1jf , 0.8756979
1UA , 0.90301
3CP , 0.9125544
1XH , 0.89782894
1XD , 0.86441195
3BA , 0.89137226
1XH , 0.90171736
1XD , 0.90320677
1BA , 0.9001213
1WO , 0.8892537
1JF , 0.89153314
1U3 , 0.8779907
1U3 , 0.8702095
3L2 , 0.89168227
2QV , 0.908216
6Z8 , 0.90589345
1XC , 0.88252145
3BA , 0.88087344
5TD , 0.8742293
1XC , 0.88798904
6M4 , 0.9051881
1G9 , 0.90978783
1e5 , 0.8753196
1h5 , 0.88664037
1oc , 0.89292204
8a3 , 0.8985317
1w3 , 0.8840792
1w3 , 0.86128926
1qi , 0.88187087
5a3 , 0.88964844
4A3 , 0.8974838
1G0 , 0.8684064
8A3 , 0.89538825
5A8 , 0.91352135
5A9 , 0.88742036
5A8 , 0.8923223
4HU , 0.90281904
3A3 , 0.89774364
5A8 , 0.8594757
1QI , 0.9057156
1HF , 0.86243725
1W3 , 0.8780463
2CK , 0.8833283
2A3 , 0.8962368
1TV , 0.89533794
2V3 , 0.90657157
b14 , 0.88745403
b15 , 0.88845336
b1d , 0.89283997
b20 , 0.88023466
b22 , 0.8933451
b26 , 0.9074058
5xg , 0.88116556
5f8 , 0.90101343
5f9 , 0.8714363
5F8 , 0.8800755
5DU , 0.9097059
5F8 , 0.8906037
5VB , 0.90133196
3WM , 0.90433055
3WM , 0.91687477
5F8 , 0.8994172
5XG , 0.86162114
6BF , 0.8945279
b2c , 0.8765555
1gw , 0.90093845
1OH , 0.8951047
1W8 , 0.85752296
1W8 , 0.9036877
1GW , 0.87666476
1GW , 0.8927161
n01 , 0.0022913653
n08 , 0.046754297
n45 , 0.85638034
n46 , 0.8843558
n48 , 0.88363576
b19 , 0.9021151
n57 , 0.0022063619
n71 , 0.0039145187
n78 , 0.7716252
n7f , 0.8784929
n80 , 0.39562124
n8f , 0.00048379996
n96 , 0.87884647
na1 , 0.83542377
1of , 0.9065402
4cs , 0.870954
4c1 , 0.8790195
4d5 , 0.8842702
1IU , 0.9161953
7C3 , 0.8726098
7C3 , 0.89438295
7C3 , 0.8838974
4CS , 0.89708436
5EO , 0.8823405
4UO , 0.8890725
5EO , 0.8895228
4C1 , 0.8985117
4AH , 0.8739704
4D5 , 0.87345904
4AH , 0.8713328
1IU , 0.9021091
b0d , 0.8872987
b0d , 0.8926586
b43 , 0.8570138
b58 , 0.8875818
b76 , 0.90212786
1wd , 0.8988573
2xg , 0.8815126
1IT , 0.8970291
1B1 , 0.89895445
1Q6 , 0.89003515
1VE , 0.8769811
1VE , 0.8660602
1VE , 0.87398505
1FA , 0.88372105
1B9 , 0.894207
1J1 , 0.86362803
1Q6 , 0.8869242
1V3 , 0.87886894
1VE , 0.8657632
1V3 , 0.88778543
5WQ , 0.9086473
2XF , 0.90128857
1J1 , 0.88381
1Q6 , 0.88884574
b19 , 0.9040858
b1a , 0.8811822
b3b , 0.8626287
b97 , 0.9022038
ba8 , 0.8487084
bad , 0.8563537
bae , 0.8965097
3th , 0.89163023
1TY , 0.86610776
1TY , 0.89956295
1TY , 0.91001725
1TS , 0.8741555
1QA , 0.9084708
1QA , 0.89691466
1QA , 0.8943092
1TY , 0.87494135
1CL , 0.9063041
b3d , 0.8900707
2ZQ , 0.8767432
2ZQ , 0.89914715
2DR , 0.8714171
2DR , 0.8951272
b2f , 0.91003203
1G8 , 0.8861851
1ax , 0.89738023
3n3 , 0.84227943
5t5 , 0.87612134
5kx , 0.92594
5t5 , 0.91411483
1ax , 0.87380975
1ri , 0.8982131
4xt , 0.91276133
4xt , 0.88010806
1gz , 0.8822375
1ax , 0.89234066
1ax , 0.8939321
3zy , 0.88385296
1gz , 0.8766236
2AR , 0.8639855
1HK , 0.9094463
6VC , 0.8828113
1G7 , 0.9232312
1N3 , 0.9130219
1GZ , 0.9199283
